airportName,cityName,iso2DigitNationCode,IataCode
카시지안구이트 공항,카시지안구이트,GL,JCH
케케르타르수아크 공항,케케르타르수아크,GL,JGO
첸장 우링산 공항,첸장,CN,JIQ
치에모 공항,키에모,CN,IQM
키키크타르주아크 공항,브로턴,CA,YVM
치롄 공항,기련,CN,HBQ
치메이 공항,치메이,TW,CMJ
칭다오 자오둥 국제공항,칭다오,CN,TAO
칭양 공항,청양,CN,IQN
친황다오 베이다이허 공항,진황도,CN,BPE
친황다오 산하이관 공항,진황도,CN,SHP
칭하이 보아오 공항,충하이,CN,BAR
치치하얼 산지아지 공항,치치하얼,CN,NDG
치타이 장부레이크 공항,치타이,CN,JBK
쿼드 시티 국제 공항,몰린,US,MLI
퀄리쿰 비치 공항,퀄리컴 비치,CA,XQU
취안저우 진장 국제공항,진장,CN,JJN
콰크타크 공항,콰크타크,CA,YQC
콰트로 데 페베레이루 공항,루안다,AO,LAD
퀘벡 시티 장 르사주 국제공항,퀘벡,CA,YQB
퀸 알리아 국제 공항,암만,JO,AMM
퀸 베아트릭스 국제공항,아루바,AW,AUA
퀸스타운 공항,퀸스타운,NZ,ZQN
퀼리마네 공항,켈리마네,MZ,UEL
케포스 라 마나과 공항,케포스,CR,XQP
케레타로 인터컨티넨털 공항,케레타로,MX,QRO
퀘넬 공항,퀘스넬,CA,YQZ
퀘타 국제 공항,퀘타,PK,UET
케찰코아틀 국제 공항,누에보 라레도,MX,NLD
케찰테낭고 공항,케찰테낭고,GT,AAZ
퀼파이 공항,퀼피,AU,ULP
캉페르코르누아이유 공항,캥페르,FR,UIP
퀸시 지역 공항,퀸시,US,UIN
킨하각 공항,퀸하각,US,KWN
퀴사다 공항,퀴샤다,BR,QXD
취저우 공항,취저우,CN,JUZ
호주왕립공군군사기지 베이스 커틴,더비,AU,DCN
호주왕립공군군사기지 베이스 틴달,캐서린,AU,KTR
라바트 살레 공항,라바트,MA,RBA
라바울 공항,라바울,PG,RAB
라빅 공항,라빅,SA,n/a
락쟈 공항,라치아,#N/A,VKG
라딘 인텐 II 공항,반다르 람풍,ID,TKG
라돔 공항,라돔,PL,RDO
라에 레이크스 공항,배우자,CA,YRA
라에바렐리 공항,라에바렐리,IO,n/a
어센션 섬 공항,어센션 섬,SH,ASI
영국왕립공군기지 마운트 플레전트,마운트 플레전트,FK,MPN
영국왕립공군기지 노솔트,노솔트,GB,NHT
라파엘 카브레라 무스텔리에 공항,누에바 헤로나,CU,GER
라파엘 에르난데스 공항,아과딜라,PR,BQN
라파엘 누녜스 국제공항,카르타헤나,CO,CTG
라파 국내선 공항,라파,SA,RAH
라프산잔 공항,라프산잔,IR,RJN
라하디 오스만 공항,케타팡,ID,KTG
라이아테아 공항,라이아테아,PF,RFP
레인보우 레이크 공항,레인보우 호수,CA,YOP
라이바바에 공항,라이바바에,PF,RVV
라자 보즈 공항,보팔,IO,BHO
라자하지피사빌라 공항,탄중피낭,ID,TNJ
라자문드리 공항,라자흐문드리,IO,RJA
라즈비라즈 공항,라즈비라즈,NP,RJB
라지브 간디 국제 공항,하이데라바드,IO,HYD
라지코트 공항,라지코트,IO,RAJ
라지코트 국제 공항,라지코트,IO,HSR
괄리오르 공항,그왈리오르,IO,GWL
롤리 카운티 메모리얼 공항,베클리,US,BKW
롤리 더럼 국제공항,롤리,US,RDU
랄프 M. 칼훈 메모리얼 공항,타나나,US,TAL
랄프 빈 메모리얼 공항,코체부,US,OTZ
라마타 공항,라마타 섬,SB,RBV
라메i프 공항,라메차프,NP,RHP
라멘스코예 공항,주콥스키,RU,ZIA
라밍기닝 공항,라밍기닝,AU,RAM
라몬 공항,에일라트,IL,ETM
라몬 빌레다 모랄레스 국제 공항,산 페드로 술라,HN,SAP
램파트 공항,성벽,US,RMP
람사르 국제공항,람사르,IR,RZR
람슈타인 공군기지,람슈타인,DE,RMS
라나이 공항,나투나 제도,ID,NTX
레인지 공항,히빙,US,HIB
랑기로아 공항,랑기로아,PF,RGI
랜킨 인렛 공항,랭킨 인렛,CA,YRT
라농 공항,라농,TH,UNN
래피드 시티 공항,래피드 시티,US,RAP
라라 탈차 공항,라라 탈차,NP,n/a
라로이아 공항,라로이아,PF,RRR
라로통가 국제공항,라로통가 섬,CK,RAR
라스알카이마 국제공항,라스 알카이마,AE,RKT
라스 시드르 공항,라스 시드르,EG,n/a
라슈트 공항,라슈트,IR,RAS
라트나기리 공항,라트나기리,IO,RTC
레이븐스소프 공항,레이븐소프,AU,RVT
락사울 공항,락사울,IO,n/a
레딩 지역공항,독서,US,RDG
레알레스 타마린도스 공항,포르토비에호,EC,PVO
레아오 공항,레아오,PF,REA
헤시피/과라라페스 질베르토 프레이레 국제공항,레시페,BR,REC
레콩키스타 공항,레콩키스타,AR,RCQ
레드 디어 공항,붉은 사슴,CA,YQF
레드 데빌 공항,붉은 악마,US,RDV
레드 독 공항,레드 독,US,RDB
레드 레이크 공항,레드 레이크,CA,YRL
홍해 국제공항,홍해,SA,RSI
레드 서커 레이크 공항,레드 서커 호수,CA,YRS
르당 공항,레당 섬,MY,RDN
레드클리프 공항,레드클리프,VU,RCL
레딩 공항,레딩,US,RDD
레지오 디 칼라브리아 공항,레조 디 칼라브리아,IT,REG
레지나 국제 공항,레지나,CA,YQR
레지온 데 무르시아 국제공항,무르시아,ES,RMU
워털루 국제공항지역,워털루,CA,YKF
랭스 공항,랭스,FR,n/a
랭스 샴페인 공군 기지,랭스,FR,RHE
를레 드 라 렌느 공항,이살로,MG,RLR
레마다 공항,레마다,TN,n/a
렘벨레 공항,타켄곤,ID,TXE
렌다니 공항,마노콰리,ID,MKW
르네 무아와드 공군기지,트리폴리,LB,KYE
렌마크 공항,렌마크,AU,RMK
레넬 공항,레넬 섬,SB,RNL
렌 생 쟈크 공항,렌,FR,RNS
리노 타호 국제공항,리노,US,RNO
리퍼블릭 공항,파밍데일,US,FRG
리펄스 베이 공항,리펄스 베이,CA,YUT
레센데 공항,레센데,BR,REZ
레지스텐시아 국제 공항,저항력,AR,RES
레졸루트 베이 공항,단호한,CA,YRB
레탈룰레우 공항,레탈룰레우,GT,RER
레우스 공항,레우스,ES,REU
레와 공항,레와,IO,REW
레예스 무리요 공항,누퀴,CO,NQU
레이캬비크 공항,레이캬비크,IS,RKV
라인랜더 오네이다 카운티 공항,라인랜더,US,RHI
로도스 국제 공항,로즈,GR,RHO
리베랄타 공항,리베랄타,BO,RIB
리카르도 가르시아 포사다 공항,엘살바도르,CL,ESR
리o드 로이드 존스 주니어 공항,털사,US,RVS
리o드 피어스 공항,티마루,NZ,TIU
리o드 베이 공항,리차드 베이,ZA,RCB
리치몬드 공항,리치몬드,AU,RCM
리치몬드 국제 공항,리치몬드,US,RIC
릭 허드슨 애머릴로 국제 공항,아마릴로,US,AMA
리켄베커 국제공항,콜럼버스,US,LCK
리가 국제 공항,리가,LV,RIX
리골레트 공항,리골레,CA,YRG
리예카 공항,리예카,HR,RJK
리마타라 공항,리마타라,PF,RMT
리우데자네이루 갈레앙 국제공항,리우데자네이루,BR,GIG
리오그란데 공항,리오 그란데,BR,RIG
리오 마요 공항,리오 마요,AR,ROY
리오 투르비오 공항,리오 투르비오,AR,RYO
리시리 공항,리시리,JP,RIS
리브네 국제 공항,리브네,UA,RWN
리옌 공항,무칼라,YE,RIY
리제 아르빈 공항,리제 주,TR,RZV
르자오 산쯔허 공항,일조,CN,RIZ
로어노크 블랙스버그 지역공항,로어노크,US,ROA
로브 공항,고바,ET,GOB
로버트,누르빅,US,ORV
로버트 L. 브래드쇼 국제공항,세인트키츠,KN,SKB
로버츠 필드,레드먼드,US,RDM
로버츠 국제 공항,몬로비아,LR,ROB
로베르발 공항,로베르발,CA,YRJ
로빈스 공군기지,워너 로빈스,US,WRB
로빈슨 크루소 비행장,로빈슨,CL,n/a
로슈 하버 수상 비행기 기지,로슈 항구,US,RCE
로체스터 국제 공항,로체스터,US,RST
록사운드 국제공항,록 사운드,BS,RSD
록 스프링스 스위트워터 카운티 공항,록 스프링스,US,RKS
록햄프턴 공항,록햄프턴,AU,ROK
록키 마운틴 메트로폴리탄 공항,덴버,US,BJC
로데즈 마르실락 공항,로데즈,FR,RDZ
로드리게스 발론 국제공항,아레키파,PE,AQP
로그 밸리 국제공항  메드퍼드 공항,메드포드,US,MFR
로이엣 공항,로이 엣,TH,ROI
롤랑 가로스 공항,세인트데니스,#N/A,RUN
로마 공항,로마,AU,RMA
로만 트메투츨 국제공항,코로르,PW,ROR
로널드 레이건 워싱턴 내셔널 공항,워싱턴,US,DCA
롱겔랩 공항,롱겔랍 환초,MH,RNP
론네비 공항,로네비,SE,RNB
뢰로스 공항,로로스,NO,RRS
뢰르비크 공항,로르빅,NO,RVK
로사리오 이슬라스 말비나스 국제공항,로사리오,AR,ROS
로쉬 피나 공항,로쉬 피나,IL,RPN
로시치노 국제 공항,튜멘,RU,TJM
로지타 공항,로지타,NI,RFS
로스킬레 공항,코펜하겐,DK,RKE
뢰스트 공항,로스트,NO,RET
로스토크 라게 공항,로스토크,DE,RLG
로스웰 국제 항공 센터,로즈웰,US,ROW
로타 국제공항,로타,MP,ROP
로토루아 공항,로토루아,NZ,ROT
로테르담 헤이그 공항,로테르담,NL,RTM
로투마 공항,로투마 섬,FJ,RTA
루앙 공항,루앙,FR,URO
라운드 레이크 공항,라운드 레이크,CA,ZRJ
루르켈라 공항,라우르켈라,IO,RRK
루인 노란다 공항,루인노란다,CA,YUY
로바니에미 공항,로바니에미,FI,RVN
로하스 공항,록사스,PH,RXS
루벰 베르타 국제 공항,우루과이아나,BR,URG
루비 공항,루비,US,RBY
루쿰 살레 공항,루쿰 살레,NP,n/a
룸벡 공항,룸벡,SS,RBX
룸자타르 공항,룸자타르,NP,RUM
룬두 공항,룬두,NA,NDU
뤄치앙 루란 공항,루오창,CN,RQA
루시 공항,럽시,IO,RUP
루레나바케 공항,루레나바케,BO,RBQ
루루투 공항,루루투,PF,RUR
러시안 미션 공항,러시아 선교부,US,RSH
러틀랜드 서던 버몬트 지역 공항,러틀랜드,US,RUT
제슈프 야시온카 공항,제슈프,PL,RZE
자르브뤼켄 공항,자르브뤼켄,DE,SCN
사바델 공항,사바델,ES,n/a
사베타 국제공항,사베타,RU,SBT
사바 공항,세바,LY,SEB
사비하 괵첸 국제공항,이스탄불,TR,SAW
사브제바르 공항,사브제바르,IR,AFZ
사천공항,진주,#N/A,HIN
사치고 호수 공항,사치고 호수,CA,ZPB
삭스 하버,삭스 하버,CA,YSY
새크라멘토 국제 공항,새크라멘토,US,SMF
새크라멘토 매더 공항,새크라멘토,US,MHR
사디크 아부바카르 III 국제공항,소코토,NG,SKO
사도공항,사도,JP,SDS
사가공항,사거,JP,HSG
사한드 공항,사한드,IR,ACP
사하란푸르 공항,사하란푸르,IO,n/a
사네왈 공항,루디아나,IO,LUH
사이바이 아일랜드 공항,사이바이섬,AU,SBR
사이드푸르 공항,사이드푸르,BD,SPD
사이두 샤리프 공항,사이두 샤리프,PK,SDT
사이피 공항,사이파이,IO,n/a
생 오귀스탱 공항,생 오귀스탱,CA,YIF
생브리외,생브리외,FR,SBK
생테티엔 부테옹 공항,생테티엔,FR,EBU
세인트 헬레나 공항,제임스타운,SH,HLE
세인트 존 공항,세인트 존,CA,YSJ
세인트 루이스 공항,생루이,SN,XLS
생나제르 몽트와 공항,생나제르,FR,SNR
생피에르 공항,생 피에르,PM,FSP
생트 마리 공항,생트마리,MG,SMS
사이판 국제공항,사이판,MP,SPN
사키리르 공항,사키리르,RU,SUK
사콘나콘 공항,사콘나콘,TH,SNO
살락 공항,마루아,CM,MVR
살랄라 국제 공항,살랄라,OM,SLL
살라망카 공항,살라망카,ES,SLM
살레하르트 공항,살레하르트,RU,SLY
세일럼 공항,살렘,IO,SXV
살레르노 코스타 다말피 공항,살레르노,IT,QSR
살가도 필류 국제 공항,포르투 알레그레,BR,POA
살리나 크루즈 공항,살리나 크루즈,MX,SCX
살리나 공항,살리나,US,SLN
살리나스 공항,살리나스,BR,IAL
솔즈베리 오션시티 위코미코 공항,솔즈베리,US,SBY
살루이트 공항,살루이트,CA,YZG
솔트 케이 공항,솔트 케이,TC,SLX
솔트레이크시티 국제공항,솔트레이크,US,SLC
살토 델 과이라 공항,살토 델 과이라,PY,n/a
잘츠부르크 공항,잘츠부르크,AT,SZG
삼음바크웨 공항,오웨리,NG,QOW
삼 라툴랑이 국제공항,마나도,ID,MDC
사마나 아로요 바릴 공항,사마나,DO,n/a
사마나 엘 카테이 국제 공항,엘 케이티,DO,AZS
사마르칸트 국제공항,사마르칸트,UZ,SKD
삼바바 공항,삼바바,MG,SVB
삼부 공항,삼부,PA,SAX
삼부루 공항,삼부루,KE,UAS
사메단 공항,생모리츠,CH,SMV
"사모스 국제 공항""사모스의 아리스타르코스""",사모스,GR,SMI
챨삼바 공항,삼순,TR,SZF
사무이 공항,코사무이,TH,USM
샌 안드로스 공항,산안드로스,BS,SAQ
샌앤젤로 지역공항,샌앤젤로,US,SJT
샌안토니오 데 로스바뇨스 공항,산 안토니오 데 로스 바노스,CU,n/a
샌 안토니오 국제 공항,샌안토니오,US,SAT
샌버나디노 국제공항,샌버나디노,US,SBD
산 베르나르도 데 몸폭스 공항,산 베르나르도 데 몸폭스,CO,n/a
산 카를로스 공항,산 카를로스,NI,NCR
산 카를로스 공항,산 카를로스,VE,n/a
산 카를로스 데 바릴로체 공항,산 카를로스 데 바릴로체,AR,BRC
산 크리스토발 공항,산 크리스토발 섬,EC,SCY
샌디에이고 국제 공항,샌디에이고,US,SAN
산 페르난도 공항,산 페르난도,PH,SFE
산 페르난도 공항(아르헨티나),산 페르난도,AR,FDO
샌프란시스코 국제 공항,샌프란시스코,US,SFO
산길 로스 포소스 공항,산길,CO,n/a
산 이그나시오 타운 활주로,산이그나시오,BZ,CYD
산 이시드로 데 엘 제네랄 공항,산 이시드로 데 엘 제네랄,CR,IPZ
산호세 공항,산호세 섬,PA,SIC
산호세 공항,산호세,PH,SJI
산호세 데 치키토스 공항,산 호세 데 치키토스,BO,SJS
산호세 국제 공항,산호세,US,SJC
산 후안 데 라 마구아나 공항,산 후안 데 라 마구아나,DO,SJM
산후안,우가닉,US,UGI
산 루이스 공항,이피알레스,CO,IPI
산 루이스 오비스포 카운티 지역공항,샌루이스오비스포,US,SBP
샌루이스밸리 공항,알라모사,US,ALS
샌마르코스 지역 공항,샌마르코스,US,n/a
산 미구엘 아옌데 공항,산 미구엘 데 아옌데,MX,n/a
산 페드로 공항,대성공,NI,BZA
산 페드로 공항,산페드로,#N/A,SPY
산 라파엘 공항,산 라파엘,AR,AFA
산 라파엘 공항,투쿠피타,VE,TUV
산살바도르 공항,산살바도르 섬,BS,ZSA
산살바도르 일로팡고 공항,산살바도르,SV,ILS
산 세바스티안 공항,산 세바스찬,ES,EAS
산 토메 공항,산 토메,VE,SOM
산 비센테 공항,산 비센테,PH,SWL
사나 국제공항,사나,YE,SAH
사나나 공항,사나나 섬,ID,SQN
사난다즈 공항,사난다즈,IR,SDG
샌드 포인트 공항,샌드 포인트,US,SDP
산다칸 공항,산다칸,MY,SDK
산다네 공항,산다네,NO,SDN
산데이 공항,샌데이,GB,NDY
스토카 공항,샌드네스존,NO,SSJ
샌드스핏 공항,샌드스핏,CA,YZP
샌디 레이크 공항,샌디 호수,CA,ZSJ
샌디 리버 공항,샌디 강,US,n/a
상가상가 공항,타위타위 섬,PH,TWT
상가피 공항,상가피,PG,SGK
상가르 공항,상가르,RU,n/a
상구 분톡 공항,상구 분톡,ID,n/a
산지아 니반데라 공항,콜라카,ID,KXB
생레이 포인트 공항,마닐라,PH,SGL
생스터 국제 공항,몬테고 베이,JM,MBJ
사니아 라멜 공항,테투안,MA,TTU
사니킬루아크 공항,사니킬루아크,CA,YSK
장크트 페터 오르딩 공항,상트 페터 오르딩,DE,PSH
산리우르파 GAP 공항,산리우르파,TR,GNY
싼밍 샤셴 공항,산밍,CN,SQJ
산사 용싱 공항,산샤,CN,n/a
산타아나 공항,카르타고,CO,CRC
산타아나 공항,산타 아나 섬,SB,NNB
산타바바라 공항,산타바바라,US,SBA
산타 베르나르디나 국제공항,두라즈노,UY,DZO
산타크루스두술 공항,산타 크루스 두 술,BR,CSU
산타크루즈/그라시오사 베이/루오바 공항,산타 크루즈 제도,SB,SCZ
산타 엘레나 데 우아이렌 공항,산타 엘레나 데 우아이렌,VE,SNV
산타페 공항,산타페,US,SAF
산타 제노베바 공항,고이아니아,BR,GYN
산타 루시아 공군 기지 번호 1,산타 루시아,MX,NLU
산타 마리아 공항,아라카주,BR,AJU
산타 마리아 공항,산타 마리아,BR,RIA
산타 마리아 공항,산타 마리아,PT,SMA
산타 마리아 공항,산타마리아 델 마르,PE,SMG
산타 마리아 퍼블릭 공항,산타 마리아,US,SMX
산타모니카 시립 공항,산타모니카,US,SMO
산타 로사 공항,산타 로사,AR,RSA
산타로사 공항,산타 로사,BR,SRA
산타 로사 국제 공항,산타 로사,EC,ETR
산타 테레지냐 공항,조아카바,BR,JCB
산탄데르 공항,산탄데르,ES,SDR
산타렘 마에스트로 윌슨 폰세카 공항,산타렘,BR,STM
산티아고 데 콤포스텔라 공항,산티아고 데 콤포스텔라,ES,SCQ
산티아고 마리뇨 카리브해 국제공항,포를라마르,VE,PMV
산티아고 페레즈 키로스 공항,아라우카,CO,AUC
산토 페코아 국제 공항,루간빌,VU,SON
산토리니,티라,GR,JTR
산토스 두몽 공항,파라나과,BR,PNG
산토스 두몽 공항,리우데자네이루,BR,SDU
싼야 봉황국제공항,산야,CN,SYX
상 보르하 공항,상 보르하,BR,JBS
상펠릭스 두 아라과이아 공항,상 펠릭스 두 아라과이아,BR,SXO
상 필리페 공항,상 필리페,CV,SFL
상 가브리엘 다 카초에이라 공항,상 가브리엘 다 카초에이라,BR,SJL
상 조르즈 공항,상 조르제 섬,PT,SJZ
상파울루 캄포 데 마르테 공항,상파울루,BR,RTE
상파울루 카타리나 이그제큐티브 공항,상파울루,BR,JHF
상파울루 콩고냐스 공항,상파울루,BR,CGH
상투메 국제공항,상투메,ST,TMS
사라 공항,사라,VU,SSR
사라예보 국제 공항,사라예보,BA,SJJ
사란스크 공항,사란스크,RU,SKX
새러소타 브레이든턴 국제공항,사라소타,US,SRQ
사라토프 가가린 공항,사라토프,RU,GSV
사라반 공항,사라반,IR,n/a
사르다르 발라바이 파텔 국제공항,아메다바드,IO,AMD
사르 공항,사르흐,TD,SRH
사니아 크리스 해드필드 공항,사니아,CA,YZR
사리아르카 공항,카라간다,KZ,KGF
새스커툰 국제공항,새스커툰,CA,YXE
사스카라크 공항,사스킬라흐,RU,SYS
사트나 공항,사트나,IO,TNI
사투마레 국제공항,사투 마레,RO,SUJ
사우세 비에호 공항,산타페,AR,SFN
수세인트마리 공항,수세인트마리,CA,YAM
사움라키 공항,사울라키,ID,SXK
스카가비요뒤르 공항,사우오아르크로쿠르,IS,SAK
사우리모 공항,사우리모,AO,VHC
사바나/힐튼헤드 국제공항,사바나,US,SAV
사바나케트 공항,사반나켓,#N/A,ZVK
세베 공항,예테보리,SE,GSE
사본린나 공항,사본린나,FI,SVL
사봉가 공항,사분가,US,SVA
사부사부 공항,사부사부,FJ,SVU
사완공항,사완,PK,RZS
소여 국제공항,마켓,US,MQT
사약 공항,델 카르멘,PH,IAO
사윤공항,사윤,YE,GXF
스캐먼 베이 공항,스캐먼 베이,US,SCM
스칸디나비아 산맥 공항,살렌,SE,SCR
스칼렛 마르티네즈 국제 공항,리오 하토,PA,RIH
셰퍼빌 공항,셰퍼빌,CA,YKL
슈베린 파르침 국제공항,슈베린,DE,SZW
스코츠데일 공항,스코츠데일,US,SCF
해상 공항쿡스하펜/노르드홀츠,쿡스하펜,DE,FCN
씰 베이 수상비행기 기지,실 베이,US,SYB
시애틀 타코마 국제공항,시애틀,US,SEA
세첼트 비행장,세셸트,CA,YHS
세게 공항,세게,SB,EGM
세이바티 공항,탄중 발라이,ID,TJB
세이나요키 공항,세인아요키,FI,SJY
셀라파랑 공항,마타람,ID,AMI
셀라윅 공항,셀라윅,US,WLK
셀도비아 공항,셀도비아,US,SOV
셀레비 피크웨 공항,셀레비-피크웨,BW,PKW
셀레타르 공항,싱가포르,SG,XSP
셀프리지 공군기지,마운트 클레멘스,US,MTC
세메라 공항,세메라,ET,SZE
세메이 공항,세메이,KZ,PLX
셈난 시립공항,셈난,IR,SNX
세나 마두레이라 공항,세나 마두레이라,BR,ZMD
세나도르 닐로 코엘료 공항,페트롤리나,BR,PNZ
세나도라 유니스 미킬레스 공항,상파울루,BR,OLC
세나이 국제공항,조호르 바루,MY,JHB
센다이 공항,센다이,JP,SDJ
센타니 공항,자야푸라,ID,DJJ
서산 공군기지,서산,#N/A,n/a
세페 티아라주 공항,산토 안젤로,BR,GEL
셉트일 공항,세틸,CA,YZV
세라핀 에노스 베르타소 공항,샤페코,BR,XAP
세로네라 활주로,세로네라,TZ,SEU
세라 탈하다 산타 마갈랴에스 공항,세라 탈하다,BR,SET
세루이 공항,세루이,ID,ZRI
세바스토폴 국제공항,세바스토폴,UA,UKS
세베로에벤스크 공항,에벤스크,RU,SWV
세베로도네츠크 공항,세베로도네츠크,UA,n/a
세베로-쿠릴스크 공항,세베로-쿠릴스크,RU,n/a
세비야 공항,세비야,ES,SVQ
세이셸 국제 공항,마헤 섬,SC,SEZ
세임찬 공항,세임찬,RU,n/a
시모어 공항,발트라 섬,EC,GPS
스팍스 티나 국제공항,스팍스,TN,SFA
샤체 공항,샤체,CN,QSZ
샤겔룩 공항,샤겔룩,US,SHX
샤 아마낫 국제 공항,치타공,BD,CGP
샤 마크둠 공항,라지샤히,BD,RJH
사히드 아쉬라피 에스파하니 공항,케르만샤,IR,KSH
사히드 사두히 공항,야즈드,IR,AZD
샤잘랄 국제공항,다카,BD,DAC
샤레코르드 공항,샤흐레코드,IR,CQD
샤루드 공항,샤흐루드,IR,RUD
셰이크 자예드 국제공항,라힘 야르 칸,PK,RYK
샤흐티오르스크 공항,샤흐티오르스크,RU,EKS
샥툴릭 공항,샤크툴릭,US,SKK
샤마타와 공항,샤마타와,CA,ZTM
상하이 훙차오 국제공항,상하이,CN,SHA
상하이 푸둥 국제공항,상하이,CN,PVG
상라오 싼칭산 공항,상라오,CN,SQD
산난 롱즈 공항,샤난,CN,LGZ
섀넌 공항,섀넌,IE,SNN
샤오관 구이터우 공항,사오관,CN,HSC
샤오양 우강 공항,소양,CN,WGN
샤르자 국제 공항,샤르자,AE,SHJ
샤크 베이 공항,몽키 미아,AU,MJK
샤름 엘 셰이크 국제 공항,샤름 엘셰이크,EG,SSH
샤르크 알 오와이낫 공항,샤르크 알 오와이나트,EG,GSQ
샤루라 국내선 공항,샤루라,SA,SHW
샤리포보 공항,샤리포보,RU,n/a
셰이크 울 알람 국제공항,스리나가르,IO,SXR
셸던 포인트 공항,누남 이콰,US,SXP
쉘 메라 리오 아마조나스 공항,쉘 메라,EC,n/a
셸하버 공항,울런공,AU,WOL
셰넌도어 밸리 공항,스턴턴-웨인즈버러,US,SHD
선농자 홍핑 공항,선농가,CN,HPG
선양 타오셴 국제공항,선양,CN,SHE
선전 바오안 국제공항,선전,CN,SZX
셔브룩 공항,셔브룩,CA,YSC
셰레메티예보 국제 공항,모스크바,RU,SVO
셰리든 카운티 공항,셰리던,US,SHR
셰틀랜드 제도 스캣스타 공항,셰틀랜드 제도,GB,n/a
시가체 평화 공항,시가체,CN,RKZ
스허지 화위안 공항,스허즈,CN,SHF
스자좡 정딩 국제공항,스자좡,CN,SJW
실라보 공항,실라보,ET,HIL
실롱 공항,실롱,IO,SHL
심라 공항,심라,IO,SLV
시모지시마 공항,시모지시마,JP,SHI
신양가공항,신양가,TZ,SHY
시락 공항,규미리,AM,LWN
시라즈 국제공항,쉬라즈,IR,SYZ
쉬르디 공항,쉬르디,IO,SAG
샤이어 공항,인다셀라시에,ET,SHC
시슈마레프 공항,시슈마레프,US,SHH
시바마가 공항,시바모가,IO,RQY
스옌 우당산 공항,시얀,CN,WDS
시즈오카 공항,시즈오카,JP,FSZ
쇼나이 공항,쇼나이,JP,SYO
쇼어햄 공항,쇼어햄,GB,ESH
로우 지역 공항표시,낮음 표시,US,SOW
슈레바스티 공항,슈라바스티,IO,VSV
슈리브포트 공항,슈리브포트,US,SHV
스리 구루 고빈드 싱 지 공항,난데드,IO,NDC
슝낙 공항,슈그낙,US,SHG
슈저우 즈룬 공항,슈오저우,CN,SZH
슈셴스코에 공항,슈셴스코예,RU,n/a
쉼켄트 국제 공항,심켄트,KZ,CIT
시알코트 국제 공항,시알코트,PK,SKT
샤울라이 국제공항,샤울리아이,LT,SQQ
시비사 공항,파라팟,ID,SIW
시비티 공항,시비티,#N/A,SIB
시비우 국제 공항,시비우,RO,SBZ
시부 공항,시부,MY,SBW
시불란 공항,두마게테,PH,DGT
시코곤 공항,시코곤,PH,ICO
시디 마흐디 공항,투구르트,DZ,TGR
시드니 뮤니시펄 공항,시드니,US,SNY
시드니 리치랜드 공항,시드니,US,SDY
시거랜드 공항,지겐,DE,SGE
씨엠립 공항국제공항,씨엠립,KH,SAI
시엠립 국제공항,씨엠립,KH,REP
시에라 마에스트라 공항,만사니요,CU,MZO
시에라 비스타 시립공항,포트후아추카,US,FHU
시기리야 공항,시기리야,LK,GIU
시아누크빌 국제공항,시아누크빌,KH,KOS
시이르트 공항,시르트,TR,SXZ
시코르스키 메모리얼 공항,브리지포트,US,BDR
실람파리 공항,루부클링가우,ID,LLJ
실랑깃 공항,시보롱보롱,ID,DTB
실차르 공항,실차르,IO,IXS
실버 크릭 공항,벨리즈 시티,BZ,SVK
마링가 지역 공항,마링가,BR,MGF
실비오 페티로시 국제공항,아순시온,PY,ASU
시망강 공항,세르밀리가크,MY,SGG
시마라 공항,시마라,NP,SIF
심페로폴 국제 공항,심페로폴,UA,SIP
시미콧 공항,시미콧,NP,IMK
시몬 볼리바르 국제 공항,카라카스,VE,CCS
시몬 볼리바르 국제 공항,산타 마르타,CO,SMR
시몬 음완사 카프웨프웨 국제공항,은돌라,ZM,NLA
신달 공항,신달,DK,CNL
신두르그 공항,신두르그,IO,SDW
싱가포르 창이 공항,싱가포르,SG,SIN
싱카왕 공항,싱카왕,ID,SKJ
시놉 공항,시놉,TR,NOP
시온 공항,시온,CH,SIR
수 카운티 지역 공항,수족,US,n/a
수폴스 지역공항,수폴스,US,FSD
수 게이트웨이 공항,수족,US,SUX
수 룩아웃 공항,수족 전망대,CA,YXL
시포라 로코트 공항,시포라,ID,RKI
시키호르 공항,시키호르,PH,n/a
시르 바니야스 공항,바니 야스 경,AE,XSB
씨우사구르 람구람경 국제공항,모리셔스,MU,MRU
세레체 카마 경 국제 공항,가보로네,BW,GBE
시르잔 공항,시르잔,IR,SYJ
시르낙 공항,시르낙,TR,NKT
시리 아일랜드 공항,시리 섬,IR,SXI
시르사 공항,시르사,IO,n/a
시셴 공항,시센,ZA,SIS
시시미우트 공항,시시미우트,GL,JHS
시티아 공항,시티아,GR,JSH
싯카 록키 구티에레스 공항,시트카,US,SIT
시트웨 공항,시트웨,MM,AKY
시우나 공항,시우나,NI,SIU
시바스 공항,시바스,TR,VAS
시베르스키 공항,시베르스키,RU,n/a
시와 오아시스 노스 에어포트,시와 오아시스,EG,SEW
시오 공항,에마에 섬,VU,EAE
스카짓 지역공항,버링턴-마운트 버논,US,MVW
스캐그웨이 공항,스캐그웨이,US,SGY
스카르두 공항,스카르두,PK,KDU
스켈레프테오 공항,스켈레프테아,SE,SFT
스키아토스 아일랜드 내셔널 공항,스키아토스,GR,JSI
스키엔 공항,스키엔,NO,SKE
"스코페 ""알렉산더 대왕"" 공항",스코페,#N/A,SKP
스쿠쿠자 공항,스쿠쿠자,ZA,SZK
